booking_id,hotel_id,commission_rate_pct,revenue_share_partner,revenue_share_platform
767,3,24.0,1638.08,0.0
768,3,21.0,1416.87,376.64
769,3,21.0,1493.17,0.0
770,3,21.0,2123.32,0.0
771,3,24.0,1705.29,538.51
772,3,21.0,1420.55,377.62
773,3,21.0,1105.15,293.78
774,3,21.0,1478.65,393.06
775,3,21.0,1732.27,460.48
776,3,21.0,1042.5,277.12
777,3,21.0,2174.45,578.02
778,3,21.0,1782.08,0.0
779,3,24.0,1344.12,424.46
780,3,24.0,1502.27,474.4
781,3,21.0,1083.33,287.98
782,3,21.0,1383.76,367.84
783,3,21.0,1654.19,0.0
784,3,24.0,1504.79,475.2
785,3,21.0,1900.89,505.3
786,3,21.0,1503.95,399.78
787,3,21.0,1326.21,352.54
788,3,21.0,1576.26,419.0
789,3,24.0,1205.94,380.82
790,3,21.0,1492.34,396.7
791,3,21.0,2396.72,0.0
792,3,21.0,1769.19,470.29
793,3,21.0,1433.39,381.03
794,3,24.0,1506.4,475.7
795,3,21.0,1462.99,0.0
796,3,21.0,1530.21,0.0
797,3,24.0,1135.79,358.67
798,3,21.0,2036.93,541.46
799,3,24.0,1589.62,501.99
800,3,21.0,2405.39,0.0
801,3,24.0,1494.81,472.05
802,3,21.0,1465.94,389.68
803,3,21.0,1591.5,423.06
804,3,21.0,1256.31,333.96
805,3,21.0,2317.48,0.0
806,3,21.0,1474.55,391.97
807,3,21.0,2027.21,0.0
808,3,21.0,1676.35,0.0
809,3,21.0,1274.06,338.68
810,3,21.0,1565.67,416.19
811,3,21.0,1217.71,323.7
812,3,24.0,1471.85,464.8
813,3,21.0,1658.85,0.0
814,3,21.0,1975.61,525.16
815,3,21.0,1772.82,471.26
816,3,24.0,1321.64,417.36
817,3,24.0,1416.15,447.2
818,3,21.0,1363.69,362.5
819,3,21.0,2052.85,545.69
820,4,14.000000000000002,3408.8,554.92
821,4,14.000000000000002,3057.12,497.67
822,4,17.0,3101.63,635.27
823,4,14.000000000000002,2526.18,411.24
824,4,14.000000000000002,2603.06,0.0
825,4,17.0,2437.16,499.18
826,4,14.000000000000002,3502.74,570.21
827,4,17.0,3467.94,0.0
828,4,14.000000000000002,2835.0,461.51
829,4,14.000000000000002,2161.12,351.81
830,4,14.000000000000002,3424.66,0.0
831,4,14.000000000000002,2999.16,488.23
832,4,17.0,2337.18,478.7
833,4,14.000000000000002,3372.95,0.0
834,4,17.0,3015.78,617.69
835,4,14.000000000000002,3360.98,547.14
836,4,14.000000000000002,2649.31,431.28
837,4,17.0,2396.38,490.83
838,4,14.000000000000002,2649.92,431.38
839,4,14.000000000000002,2385.31,388.31
840,4,14.000000000000002,2621.12,426.69
841,4,14.000000000000002,2633.58,428.72
842,4,14.000000000000002,2847.74,463.58
843,4,14.000000000000002,3007.72,489.63
844,4,14.000000000000002,2572.75,418.82
845,4,17.0,2544.41,521.15
846,4,14.000000000000002,2391.61,389.33
847,4,14.000000000000002,2991.85,487.04
848,4,14.000000000000002,2741.94,446.36
849,4,14.000000000000002,3258.76,530.5
850,4,14.000000000000002,2580.18,0.0
851,4,14.000000000000002,2942.33,478.98
852,4,14.000000000000002,2808.86,457.26
853,4,17.0,2095.44,429.19
854,4,14.000000000000002,2714.14,441.84
855,4,17.0,3035.93,621.82
856,4,17.0,3447.5,706.11
857,4,14.000000000000002,2316.21,377.06
858,4,14.000000000000002,2689.81,437.88
859,4,17.0,2286.26,468.27
860,4,14.000000000000002,2842.98,462.81
861,4,14.000000000000002,3362.2,547.33
862,4,14.000000000000002,2859.17,465.45
863,4,17.0,2374.41,486.32
864,4,17.0,2224.07,455.53
865,4,17.0,2238.84,458.56
866,4,14.000000000000002,2591.34,421.85
867,4,17.0,2544.68,521.2
868,4,17.0,2563.65,525.09
869,4,14.000000000000002,3325.17,541.31
870,4,14.000000000000002,2649.63,431.34
871,4,14.000000000000002,2176.51,354.31
872,4,17.0,2162.14,442.85
873,4,14.000000000000002,2156.59,351.07
874,4,17.0,2082.74,426.59
875,4,17.0,3703.08,0.0
876,4,14.000000000000002,2941.6,478.87
877,4,14.000000000000002,2872.43,467.6
878,4,14.000000000000002,2509.92,408.59
879,4,14.000000000000002,2757.22,448.85
880,4,17.0,2642.98,541.33
881,4,14.000000000000002,2424.61,394.7
882,4,17.0,2840.23,0.0
883,4,17.0,3160.39,647.31
884,4,14.000000000000002,3353.98,546.0
885,4,14.000000000000002,3086.32,0.0
886,4,14.000000000000002,2540.31,0.0
887,4,14.000000000000002,2530.62,411.96
888,4,14.000000000000002,2456.03,399.82
889,4,17.0,2933.14,600.76
890,4,14.000000000000002,3525.82,573.97
891,4,14.000000000000002,3590.0,584.42
892,4,14.000000000000002,2237.57,364.26
893,4,14.000000000000002,2532.91,412.33
894,4,14.000000000000002,2785.57,453.46
895,4,14.000000000000002,2974.59,484.23
896,4,14.000000000000002,3195.52,520.2
897,4,14.000000000000002,3436.52,559.43
898,4,14.000000000000002,3855.25,0.0
899,4,14.000000000000002,2527.53,411.46
900,4,14.000000000000002,3458.61,0.0
901,4,14.000000000000002,2623.57,427.09
902,4,14.000000000000002,2906.82,473.2
903,4,17.0,3135.83,642.28
904,4,14.000000000000002,3250.87,529.21
905,4,17.0,4049.86,0.0
906,4,14.000000000000002,2294.61,373.54
907,4,14.000000000000002,2548.68,414.9
908,4,14.000000000000002,2405.56,391.6
909,4,14.000000000000002,2805.41,456.7
910,4,14.000000000000002,2666.8,434.13
911,4,14.000000000000002,3384.05,550.89
912,4,14.000000000000002,3179.24,517.55
913,4,14.000000000000002,3221.89,524.49
914,4,17.0,2365.38,0.0
915,4,14.000000000000002,3240.58,0.0
916,4,14.000000000000002,3357.96,0.0
917,4,17.0,2411.9,494.0
918,4,14.000000000000002,2686.18,437.29
919,4,17.0,2749.38,563.13
920,4,17.0,1961.05,401.66
921,4,14.000000000000002,2983.5,485.69
922,4,14.000000000000002,2918.43,475.09
923,4,14.000000000000002,2523.15,410.74
924,4,14.000000000000002,3776.67,0.0
925,4,14.000000000000002,3330.35,542.15
926,4,14.000000000000002,3215.05,523.38
927,4,14.000000000000002,2878.83,0.0
928,4,14.000000000000002,3131.63,0.0
929,4,14.000000000000002,2183.3,355.42
930,4,14.000000000000002,2484.32,404.43
931,4,14.000000000000002,2811.83,457.74
932,4,17.0,3303.52,676.63
933,4,17.0,2916.18,597.29
934,4,14.000000000000002,3233.4,0.0
935,4,14.000000000000002,2598.73,423.05
936,4,14.000000000000002,2467.93,401.76
937,4,14.000000000000002,2302.99,374.91
938,4,14.000000000000002,2686.58,437.35
939,4,14.000000000000002,3806.4,0.0
940,4,17.0,2932.3,600.59
941,4,14.000000000000002,2602.86,423.72
942,4,14.000000000000002,3170.28,0.0
943,4,14.000000000000002,2606.02,0.0
944,4,14.000000000000002,2538.21,413.2
945,4,17.0,2941.66,602.51
946,4,14.000000000000002,4053.73,0.0
947,4,17.0,3508.59,718.63
948,4,14.000000000000002,2757.34,448.87
949,4,14.000000000000002,3489.67,0.0
950,4,17.0,2722.47,0.0
951,4,14.000000000000002,3124.42,0.0
952,4,14.000000000000002,3020.05,0.0
953,4,14.000000000000002,2781.71,452.84
954,4,14.000000000000002,3072.12,500.11
955,4,17.0,2511.95,514.49
956,4,17.0,2775.7,568.52
957,4,17.0,2353.44,482.03
958,4,14.000000000000002,2692.44,438.31
959,4,14.000000000000002,3361.78,547.27
960,4,14.000000000000002,3151.94,513.11
961,4,14.000000000000002,3063.64,498.73
962,4,14.000000000000002,2596.38,422.67
963,4,14.000000000000002,2712.12,0.0
964,4,17.0,2161.4,442.7
965,4,14.000000000000002,3058.03,497.82
966,4,14.000000000000002,3518.75,572.82
967,4,14.000000000000002,3890.63,0.0
968,4,17.0,2519.65,516.07
969,4,14.000000000000002,2521.21,410.43
970,4,14.000000000000002,3126.37,508.94
971,4,14.000000000000002,2990.86,0.0
972,4,17.0,2529.63,518.12
973,4,17.0,3629.33,743.36
974,4,14.000000000000002,2795.52,455.09
975,4,14.000000000000002,2682.75,436.73
976,4,14.000000000000002,2648.79,431.2
977,4,14.000000000000002,2729.85,0.0
978,4,17.0,3354.39,0.0
979,4,14.000000000000002,2461.82,400.76
980,4,14.000000000000002,3320.25,540.51
981,4,17.0,2911.58,596.35
982,4,14.000000000000002,2625.26,427.37
983,4,14.000000000000002,2225.01,362.21
984,4,14.000000000000002,2820.06,459.08
985,4,17.0,2707.59,554.57
986,4,14.000000000000002,2420.48,394.03
987,4,14.000000000000002,3210.38,522.62
988,4,17.0,3133.33,641.77
989,4,14.000000000000002,3393.69,552.46
990,4,17.0,2231.82,457.12
991,4,14.000000000000002,3016.06,490.99
992,4,14.000000000000002,3016.48,491.05
993,4,17.0,2560.84,0.0
994,4,17.0,3109.92,636.97
995,4,14.000000000000002,3143.21,511.68
996,4,17.0,3065.31,627.84
997,4,14.000000000000002,2605.08,424.08
998,4,14.000000000000002,2823.84,459.69
999,4,14.000000000000002,2681.14,436.47
1000,4,17.0,2747.67,562.78
1001,4,14.000000000000002,3041.73,495.17
1002,4,17.0,2969.58,608.23
1003,4,14.000000000000002,3174.53,516.78
1004,4,17.0,2543.76,521.01
1005,4,14.000000000000002,2410.61,392.42
1006,4,14.000000000000002,2940.33,478.66
1007,4,17.0,3356.68,0.0
1008,4,17.0,2914.83,597.01
1009,4,17.0,3660.7,749.78
1010,4,14.000000000000002,2374.96,386.62
1011,4,14.000000000000002,2042.9,332.57
1012,4,14.000000000000002,2710.14,441.18
1013,4,14.000000000000002,2329.72,379.26
1014,4,14.000000000000002,2811.2,457.64
1015,4,14.000000000000002,2581.63,420.26
1016,4,14.000000000000002,3824.3,0.0
1017,4,14.000000000000002,3043.57,0.0
1018,4,14.000000000000002,2466.45,401.51
1019,4,14.000000000000002,2623.41,427.07
1020,4,14.000000000000002,2808.93,457.27
1021,4,14.000000000000002,3030.94,493.41
1022,4,17.0,3211.73,657.83
1023,4,14.000000000000002,3855.48,0.0
1024,4,14.000000000000002,2742.96,446.53
1025,4,14.000000000000002,2731.13,0.0
1026,4,14.000000000000002,2774.29,0.0
1027,4,17.0,2879.72,589.82
1028,4,14.000000000000002,2330.9,379.45
1029,4,14.000000000000002,3214.53,523.29
1030,4,17.0,2879.97,589.87
1031,4,14.000000000000002,3245.09,528.27
1032,4,14.000000000000002,2728.2,444.13
1033,4,14.000000000000002,2959.55,481.79
1034,4,14.000000000000002,2302.25,374.79
1035,4,14.000000000000002,2761.41,449.53
1036,4,14.000000000000002,3034.63,0.0
1037,4,17.0,3595.01,736.33
1038,4,17.0,3104.63,635.89
1039,4,14.000000000000002,2131.32,346.96
1040,4,14.000000000000002,2560.35,0.0
1041,4,14.000000000000002,2544.4,414.2
1042,4,14.000000000000002,2400.55,390.79
1043,4,14.000000000000002,3619.94,0.0
1044,4,14.000000000000002,4038.01,0.0
1045,4,14.000000000000002,3411.62,555.38
1046,4,14.000000000000002,2058.0,335.02
1047,4,14.000000000000002,2746.27,0.0
1048,4,17.0,2769.35,567.22
1049,4,14.000000000000002,2478.55,403.48
1050,4,17.0,3086.28,632.13
1051,4,17.0,3005.54,615.59
1052,4,14.000000000000002,2724.83,443.58
1053,4,14.000000000000002,2289.4,372.69
1054,4,14.000000000000002,3473.09,0.0
1055,4,14.000000000000002,2268.65,369.32
1056,4,17.0,2770.82,0.0
1057,4,14.000000000000002,3310.49,538.92
1058,4,14.000000000000002,3327.23,541.64
1059,4,14.000000000000002,2817.28,0.0
1060,4,14.000000000000002,2960.58,481.95
1061,4,14.000000000000002,2233.18,363.54
1062,4,14.000000000000002,2218.16,361.1
1063,4,17.0,2978.71,610.1
1064,4,14.000000000000002,2610.18,424.91
1065,4,17.0,3374.62,691.19
1066,4,17.0,2856.02,584.97
1067,4,14.000000000000002,2372.35,386.2
1068,4,14.000000000000002,2237.05,364.17
1069,4,14.000000000000002,2590.79,421.76
1070,4,14.000000000000002,2567.8,418.01
1071,4,14.000000000000002,2716.17,442.17
1072,4,14.000000000000002,3031.57,493.51
1073,4,17.0,2864.57,586.72
1074,4,14.000000000000002,3163.5,0.0
1075,4,14.000000000000002,2841.55,462.58
1076,4,14.000000000000002,2844.97,0.0
1077,4,14.000000000000002,2286.71,372.26
1078,4,14.000000000000002,2704.09,440.2
1079,4,14.000000000000002,2990.22,486.78
1080,4,17.0,3247.11,665.07
1081,4,14.000000000000002,2209.43,359.68
1082,4,14.000000000000002,2541.74,413.77
1083,4,14.000000000000002,2539.14,413.35
1084,4,17.0,2448.81,501.56
1085,4,14.000000000000002,3807.98,0.0
1086,4,14.000000000000002,3572.29,581.53
1087,4,14.000000000000002,3449.4,561.53
1088,4,17.0,2723.21,557.77
1089,4,17.0,3256.12,0.0
1090,4,17.0,2371.63,485.76
1091,4,17.0,2357.77,482.92
1092,4,14.000000000000002,3371.68,548.88
1093,5,20.0,4935.18,1233.8
1094,5,17.0,4989.45,1021.94
1095,5,20.0,5198.14,0.0
1096,5,17.0,3957.84,0.0
1097,5,17.0,4238.96,868.22
1098,5,17.0,4122.83,844.43
1099,5,17.0,4310.31,882.83
1100,5,17.0,4901.83,1003.99
1101,5,20.0,4883.94,1220.99
1102,5,20.0,4358.42,0.0
1103,5,17.0,4563.0,934.59
1104,5,17.0,4184.88,857.15
1105,5,17.0,4249.37,870.35
1106,5,17.0,5004.5,1025.02
1107,5,17.0,5778.46,1183.54
1108,5,17.0,4980.0,1020.0
1109,5,17.0,4154.54,850.93
1110,5,17.0,3591.76,735.66
1111,5,17.0,3486.41,714.08
1112,5,17.0,4667.44,0.0
1113,5,17.0,5676.01,1162.56
1114,5,20.0,4283.88,1070.97
1115,5,17.0,5983.28,1225.49
1116,5,17.0,4231.19,0.0
1117,5,17.0,4461.67,913.84
1118,5,17.0,3483.34,713.45
1119,5,17.0,4505.78,922.87
1120,5,17.0,5367.44,1099.36
1121,5,17.0,5278.33,1081.1
1122,5,17.0,4870.01,997.47
1123,5,17.0,4012.78,0.0
1124,5,17.0,4523.67,926.53
1125,5,17.0,4234.27,867.26
1126,5,17.0,3273.51,670.48
1127,5,20.0,4932.42,1233.1
1128,5,17.0,4630.75,948.47
1129,5,17.0,3934.32,805.82
1130,5,17.0,3687.09,755.19
1131,5,17.0,4995.75,1023.23
1132,5,17.0,4152.51,850.52
1133,5,17.0,4228.2,866.02
1134,5,17.0,4195.84,859.39
1135,5,17.0,5220.87,1069.33
1136,5,20.0,3875.11,968.78
1137,5,17.0,4066.45,832.89
1138,5,17.0,3116.45,638.31
1139,5,20.0,3601.44,900.36
1140,5,17.0,3582.23,733.71
1141,5,17.0,5113.16,1047.27
1142,5,20.0,5641.28,0.0
1143,5,20.0,5011.94,1252.99
1144,5,17.0,4196.89,859.6
1145,5,20.0,4732.31,1183.08
1146,5,17.0,4319.73,884.76
1147,5,17.0,3889.24,796.59
1148,5,17.0,5038.17,1031.92
1149,5,17.0,4565.05,935.01
1150,5,17.0,4482.09,918.02
1151,5,17.0,3355.22,687.21
1152,5,17.0,3822.03,782.82
1153,5,20.0,3698.08,924.52
1154,5,17.0,4548.9,931.7
1155,5,20.0,4877.58,1219.39
1156,5,17.0,5361.75,0.0
1157,5,17.0,4593.06,940.75
1158,5,17.0,3635.67,744.66
1159,5,17.0,4173.36,854.78
1160,5,17.0,4825.55,988.37
1161,5,17.0,4662.03,954.87
1162,5,17.0,5738.22,1175.3
1163,5,17.0,5146.87,1054.18
1164,5,17.0,4635.37,949.41
1165,5,17.0,3978.31,814.83
1166,5,17.0,4690.65,960.73
1167,5,17.0,3186.4,652.64
1168,5,17.0,3761.15,770.36
1169,5,20.0,4675.2,1168.8
1170,5,17.0,6420.62,0.0
1171,5,17.0,6192.58,0.0
1172,5,20.0,3753.39,0.0
1173,5,17.0,4364.13,893.86
1174,5,17.0,5567.05,0.0
1175,5,17.0,3939.64,806.91
1176,5,17.0,4939.66,1011.74
1177,5,17.0,4229.17,866.22
1178,5,17.0,4751.44,973.19
1179,5,17.0,3711.03,760.09
1180,5,20.0,4612.88,1153.22
1181,5,17.0,4281.8,877.0
1182,5,20.0,4187.9,0.0
1183,5,17.0,5350.01,1095.79
1184,5,20.0,3909.07,977.27
1185,5,17.0,4029.01,825.22
1186,5,17.0,4318.12,884.44
1187,5,17.0,4556.47,0.0
1188,5,20.0,4448.89,0.0
1189,5,17.0,4564.92,934.98
1190,5,20.0,5781.34,0.0
1191,5,17.0,5068.57,0.0
1192,5,20.0,5877.22,0.0
1193,5,17.0,3781.75,0.0
1194,5,20.0,4163.43,0.0
1195,5,17.0,3821.71,782.76
1196,5,17.0,3227.58,661.07
1197,5,17.0,4118.83,843.62
1198,5,17.0,4804.93,984.14
1199,5,17.0,5689.71,1165.36
1200,5,20.0,5239.54,0.0
1201,5,17.0,4123.19,844.51
1202,5,17.0,4783.26,0.0
1203,5,17.0,4205.65,861.4
1204,5,17.0,5301.6,0.0
1205,5,17.0,5427.4,1111.64
1206,5,17.0,4225.42,865.45
1207,5,20.0,4169.76,1042.44
1208,5,17.0,4876.61,998.82
1209,5,17.0,3491.18,715.06
1210,5,17.0,5228.35,0.0
1211,5,20.0,5425.4,1356.35
1212,5,20.0,5066.26,1266.56
1213,5,17.0,4903.53,1004.34
1214,5,17.0,4106.77,841.15
1215,5,17.0,3767.98,771.76
1216,5,20.0,3882.53,970.63
1217,5,17.0,4916.55,1007.01
1218,5,17.0,5388.5,1103.67
1219,5,17.0,4858.7,995.15
1220,5,17.0,4066.19,832.84
1221,5,17.0,4337.0,888.3
1222,5,17.0,4780.29,979.1
1223,5,17.0,4557.37,933.44
1224,5,17.0,4195.2,859.26
1225,5,17.0,4895.05,1002.6
1226,5,17.0,5497.96,1126.09
1227,5,17.0,4870.26,997.52
1228,5,17.0,4055.57,830.66
1229,5,17.0,4121.79,844.22
1230,5,17.0,4390.97,899.36
1231,5,17.0,3927.5,804.43
1232,5,17.0,4398.88,900.98
1233,5,17.0,5656.12,0.0
1234,5,17.0,5038.75,0.0
1235,5,20.0,4113.43,1028.36
1236,5,17.0,4830.09,0.0
1237,5,17.0,4549.6,931.85
1238,5,17.0,4408.32,902.91
1239,5,20.0,4925.19,1231.3
1240,5,17.0,4470.22,915.59
1241,5,20.0,4475.32,1118.83
1242,5,20.0,5569.92,0.0
1243,5,20.0,3489.04,872.26
1244,5,17.0,4340.36,888.99
1245,5,17.0,3998.92,819.05
1246,5,20.0,5433.2,0.0
1247,5,17.0,3774.19,773.03
1248,5,17.0,5283.89,1082.24
1249,5,17.0,4487.34,919.09
1250,5,17.0,3772.07,772.59
1251,5,17.0,4373.1,895.69
1252,5,17.0,4144.34,848.84
1253,5,20.0,5014.62,1253.66
1254,5,17.0,5287.22,1082.93
1255,5,17.0,5216.8,0.0
1256,5,20.0,4128.08,1032.02
1257,5,20.0,3954.49,988.62
1258,5,17.0,3880.6,794.82
1259,5,17.0,3486.52,714.11
1260,5,17.0,5306.06,1086.78
1261,5,20.0,5695.51,0.0
1262,5,20.0,5207.05,1301.76
1263,5,17.0,5034.67,1031.2
1264,5,17.0,3554.58,728.05
1265,5,17.0,4202.39,860.73
1266,5,17.0,3780.17,774.25
1267,5,17.0,5026.94,1029.61
1268,5,17.0,5508.8,1128.31
1269,5,17.0,6307.1,0.0
1270,5,17.0,4412.16,903.7
1271,5,17.0,3756.93,769.49
1272,5,17.0,3563.16,729.8
1273,5,17.0,3542.21,725.51
1274,5,17.0,5400.18,1106.06
1275,5,17.0,3937.86,806.55
1276,5,20.0,4555.35,1138.84
1277,5,17.0,3976.75,814.51
1278,5,17.0,3531.22,723.26
1279,5,17.0,3718.7,761.66
1280,5,17.0,4349.25,890.81
1281,5,17.0,4031.59,825.75
1282,5,17.0,5887.6,1205.89
1283,5,17.0,3866.65,791.96
1284,5,17.0,5153.6,1055.56
1285,5,17.0,3870.9,792.83
1286,5,20.0,4446.98,1111.74
1287,5,17.0,4470.99,915.75
1288,5,20.0,4349.41,1087.35
1289,5,20.0,4665.02,1166.25
1290,5,17.0,4915.07,1006.7
1291,5,17.0,3980.88,815.36
1292,5,17.0,3223.74,660.28
1293,5,17.0,4800.57,983.25
1294,5,20.0,4496.39,1124.1
1295,5,17.0,5184.48,1061.88
1296,5,17.0,5136.94,1052.15
1297,5,17.0,5507.01,1127.94
1298,5,17.0,3621.48,741.75
1299,5,20.0,3407.93,851.98
1300,5,17.0,5254.09,1076.14
1301,5,17.0,4582.83,938.65
1302,5,17.0,5580.45,1142.98
1303,5,20.0,4282.1,1070.53
1304,5,20.0,4338.1,1084.52
1305,5,17.0,5122.1,1049.11
1306,5,17.0,3929.96,804.93
1307,5,17.0,3543.86,725.85
1308,5,17.0,4726.19,968.01
1309,5,20.0,4110.66,1027.66
1310,5,17.0,4037.67,826.99
1311,5,17.0,4210.27,862.34
1312,5,20.0,3309.94,827.48
1313,5,17.0,5309.84,0.0
1314,5,20.0,3975.59,993.9
1315,5,17.0,3384.11,693.13
1316,5,17.0,4907.9,1005.23
1317,5,17.0,4690.33,0.0
1318,5,17.0,5568.85,0.0
1319,5,20.0,3114.34,778.59
1320,5,17.0,4126.88,845.27
1321,5,17.0,5361.45,1098.13
1322,5,17.0,3331.6,682.38
1323,5,20.0,4334.58,1083.64
1324,5,17.0,4296.23,879.95
1325,5,20.0,3645.24,911.31
1326,5,17.0,3721.94,762.32
1327,5,17.0,4121.38,844.14
1328,5,20.0,3667.13,916.78
1329,5,20.0,4369.54,1092.39
1330,5,17.0,5142.97,0.0
1331,5,17.0,3772.95,772.77
1332,5,17.0,4317.55,884.32
1333,5,17.0,4351.35,0.0
1334,5,17.0,4247.47,869.96
1335,5,20.0,4633.73,0.0
1336,5,20.0,4370.42,1092.61
1337,5,17.0,5417.31,1109.57
1338,5,17.0,6611.82,0.0
1339,5,17.0,4528.59,927.54
1340,5,17.0,4299.42,880.6
1341,5,17.0,4809.78,985.13
1342,5,17.0,4133.22,846.56
1343,5,17.0,4355.16,892.02
1344,5,17.0,3878.02,794.29
1345,5,20.0,4803.15,0.0
1346,5,17.0,4495.72,920.81
1347,5,17.0,4225.09,865.38
1348,5,17.0,3754.85,769.07
1349,5,17.0,3936.99,806.37
1350,5,17.0,4265.2,0.0
1351,5,20.0,4471.66,1117.92
1352,5,20.0,3901.16,975.29
1353,5,17.0,4495.82,920.83
1354,5,20.0,3348.33,837.08
1355,5,17.0,3553.1,727.74
1356,5,17.0,4675.27,957.59
1357,5,17.0,4235.03,867.41
1358,5,20.0,4598.7,1149.68
1359,5,17.0,6112.2,0.0
1360,5,17.0,4127.78,845.45
1361,5,17.0,3543.59,725.8
1362,5,17.0,3844.02,787.33
1363,5,20.0,3198.76,799.69
1364,5,17.0,3840.2,786.55
1365,5,17.0,3942.97,807.6
1366,6,17.0,1815.55,371.86
1367,6,17.0,1599.64,327.64
1368,6,17.0,1511.48,309.58
1369,6,17.0,1491.28,305.44
1370,6,17.0,1248.16,255.65
1371,6,17.0,1529.42,313.25
1372,6,17.0,1685.37,345.2
1373,6,17.0,2017.75,413.27
1374,6,17.0,2006.13,410.9
1375,6,20.0,1561.33,390.33
1376,6,17.0,1428.05,292.49
1377,6,20.0,1329.71,332.43
1378,6,17.0,1241.96,254.38
1379,6,17.0,1718.32,351.95
1380,6,17.0,1425.52,291.97
1381,6,20.0,1745.63,436.41
1382,6,20.0,1315.5,328.87
1383,6,17.0,1520.73,311.48
1384,6,17.0,2144.4,0.0
1385,6,17.0,1329.53,272.31
1386,6,17.0,1389.03,284.5
1387,6,17.0,1957.86,401.01
1388,6,17.0,1728.08,353.94
1389,6,17.0,1514.0,310.1
1390,6,20.0,1719.52,429.88
1391,6,17.0,1299.27,266.12
1392,6,17.0,1259.05,257.88
1393,6,17.0,1961.66,401.79
1394,6,17.0,1776.91,363.94
1395,6,17.0,1631.52,334.17
1396,6,20.0,1496.66,374.17
1397,6,17.0,1776.47,0.0
1398,6,20.0,1489.04,0.0
1399,6,20.0,1881.26,0.0
1400,6,17.0,1977.94,0.0
1401,6,17.0,1514.83,310.27
1402,6,17.0,2238.67,458.52
1403,6,17.0,1718.61,352.01
1404,6,17.0,1509.0,309.07
1405,6,17.0,1769.03,362.33
1406,6,17.0,1243.14,254.62
1407,6,17.0,1339.46,274.35
1408,6,17.0,1759.44,360.37
1409,6,17.0,1749.71,358.38
1410,6,17.0,1767.57,0.0
1411,6,17.0,1388.88,284.47
1412,6,20.0,1233.1,308.28
1413,6,17.0,1268.61,259.83
1414,6,20.0,1804.54,451.13
1415,6,20.0,1413.69,353.42
1416,6,17.0,1474.45,302.0
1417,6,20.0,1646.74,411.68
1418,6,17.0,1370.12,280.63
1419,6,17.0,1501.66,307.57
1420,6,17.0,1646.61,337.26
1421,6,17.0,1529.55,313.28
1422,6,20.0,1813.15,453.29
1423,6,17.0,1740.08,356.4
1424,6,17.0,1250.61,256.15
1425,6,17.0,1528.35,313.03
1426,6,17.0,1341.3,274.73
1427,6,17.0,1860.11,380.99
1428,6,20.0,1562.71,390.68
1429,6,20.0,1874.22,468.56
1430,6,20.0,1372.85,343.21
1431,6,20.0,1582.81,395.7
1432,6,17.0,1298.09,265.87
1433,6,17.0,1346.22,275.73
1434,6,20.0,1475.95,368.99
1435,6,17.0,1908.58,0.0
1436,6,17.0,1888.43,386.79
1437,6,17.0,1805.27,369.75
1438,6,17.0,1686.77,345.48
1439,6,17.0,1776.24,0.0
1440,6,17.0,1140.98,233.69
1441,6,20.0,1269.62,317.4
1442,6,17.0,1617.49,331.29
1443,6,17.0,1653.9,338.75
1444,6,17.0,1452.25,297.45
1445,6,17.0,1668.36,341.71
1446,6,20.0,1406.58,351.65
1447,6,17.0,1654.15,338.8
1448,6,17.0,1387.19,284.12
1449,6,17.0,1928.15,394.92
1450,6,20.0,1988.33,497.08
1451,6,17.0,1505.16,308.29
1452,6,17.0,1813.74,0.0
1453,6,17.0,1606.32,329.01
1454,6,20.0,1452.53,363.13
1455,6,17.0,1181.07,241.91
1456,6,17.0,2046.59,419.18
1457,6,20.0,1882.71,470.68
1458,6,17.0,1907.69,390.73
1459,6,17.0,1435.84,294.09
1460,6,17.0,1733.86,355.13
1461,6,17.0,1859.45,380.85
1462,6,17.0,1466.58,300.38
1463,6,17.0,1878.56,384.77
1464,6,17.0,2110.47,0.0
1465,6,17.0,1795.91,367.84
1466,6,20.0,1511.28,377.82
1467,6,20.0,1191.6,297.9
1468,6,17.0,1349.02,276.31
1469,6,17.0,1624.52,332.73
1470,6,17.0,2218.09,454.31
1471,6,20.0,1597.58,399.39
1472,6,17.0,1362.33,279.03
1473,6,17.0,1559.35,319.39
1474,6,17.0,1399.61,286.67
1475,6,17.0,2096.99,0.0
1476,6,17.0,1316.87,269.72
1477,6,17.0,2107.21,0.0
1478,6,17.0,1596.23,326.94
1479,6,17.0,1578.68,323.35
1480,6,17.0,1393.99,285.52
1481,6,17.0,1934.18,396.16
1482,6,17.0,1539.27,315.27
1483,6,17.0,1491.49,305.48
1484,6,17.0,2113.82,432.95
1485,6,17.0,2109.41,432.05
1486,6,17.0,1731.95,354.74
1487,6,20.0,1539.28,384.82
1488,6,17.0,1318.36,270.03
1489,6,17.0,1376.12,281.85
1490,6,17.0,1195.53,244.87
1491,6,17.0,2074.0,424.8
1492,6,17.0,1529.84,313.34
1493,6,20.0,2129.87,0.0
1494,6,17.0,1223.81,250.66
1495,6,17.0,1879.98,0.0
1496,6,17.0,1539.67,315.36
1497,6,17.0,1842.67,377.41
1498,6,17.0,1945.15,398.4
1499,6,17.0,1506.11,308.48
1500,6,20.0,1886.6,471.65
1501,6,20.0,1332.28,333.07
1502,6,20.0,1932.9,0.0
1503,6,17.0,1665.76,341.18
1504,6,20.0,1637.8,409.45
1505,6,17.0,1936.99,396.73
1506,6,17.0,1392.93,285.3
