booking_id,booking_date,checkin_date,checkout_date,hotel_id,room_nights_booked,booking_status,booking_channel,base_price,discount_amount,final_price_paid
1909,2025-02-26,2025-02-26,2025-02-28,7,80,Cancelled,OTA Partner,3330.63,663.21,2667.43
1910,2025-02-27,2025-02-27,2025-03-01,7,77,Completed,Web,3356.37,351.46,3004.91
1911,2025-02-28,2025-02-28,2025-03-01,7,86,Completed,Web,3996.53,573.61,3422.92
1912,2024-06-01,2024-06-01,2024-06-03,8,60,Cancelled,App,4541.03,664.22,3876.82
1913,2024-06-02,2024-06-02,2024-06-03,8,53,Completed,Web,4268.66,693.07,3575.59
1914,2024-06-03,2024-06-03,2024-06-06,8,56,Cancelled,OTA Partner,4024.07,619.9,3404.17
1915,2024-06-04,2024-06-04,2024-06-07,8,36,Cancelled,Web,4142.99,558.99,3584.0
1916,2024-06-05,2024-06-05,2024-06-07,8,55,Completed,App,3086.24,366.94,2719.3
1917,2024-06-06,2024-06-06,2024-06-08,8,39,Cancelled,Web,3212.85,302.34,2910.51
1918,2024-06-07,2024-06-07,2024-06-08,8,62,Completed,OTA Partner,4885.67,846.1,4039.56
1919,2024-06-08,2024-06-08,2024-06-10,8,41,Cancelled,App,3750.69,651.28,3099.41
1920,2024-06-09,2024-06-09,2024-06-10,8,62,Completed,Web,4195.72,550.64,3645.08
1921,2024-06-10,2024-06-10,2024-06-11,8,46,Completed,App,3515.11,430.88,3084.23
1922,2024-06-11,2024-06-11,2024-06-14,8,64,Completed,Web,3523.35,427.61,3095.74
1923,2024-06-12,2024-06-12,2024-06-15,8,52,Completed,Web,3845.73,599.99,3245.74
1924,2024-06-13,2024-06-13,2024-06-15,8,65,Completed,OTA Partner,3495.8,644.4,2851.4
1925,2024-06-14,2024-06-14,2024-06-15,8,47,Completed,App,4440.13,419.71,4020.42
1926,2024-06-15,2024-06-15,2024-06-16,8,49,Completed,OTA Partner,4007.61,766.88,3240.73
1927,2024-06-16,2024-06-16,2024-06-17,8,43,No-Show,Walk-In,4420.2,14.18,4406.02
1928,2024-06-17,2024-06-17,2024-06-19,8,44,Completed,Web,3853.8,464.12,3389.68
1929,2024-06-18,2024-06-18,2024-06-19,8,43,Completed,OTA Partner,4062.71,293.54,3769.17
1930,2024-06-19,2024-06-19,2024-06-21,8,45,Completed,Web,3770.93,637.77,3133.16
1931,2024-06-20,2024-06-20,2024-06-21,8,49,Completed,App,3419.57,615.12,2804.45
1932,2024-06-21,2024-06-21,2024-06-22,8,64,Completed,Web,4067.47,590.3,3477.17
1933,2024-06-22,2024-06-22,2024-06-23,8,41,Completed,Web,4344.26,736.89,3607.36
1934,2024-06-23,2024-06-23,2024-06-24,8,62,Completed,Web,4090.09,639.49,3450.6
1935,2024-06-24,2024-06-24,2024-06-26,8,38,Completed,Walk-In,3785.31,145.15,3640.15
1936,2024-06-25,2024-06-25,2024-06-26,8,45,Completed,OTA Partner,3577.7,210.63,3367.07
1937,2024-06-26,2024-06-26,2024-06-27,8,37,Completed,App,3998.41,681.5,3316.91
1938,2024-06-27,2024-06-27,2024-06-29,8,50,Completed,OTA Partner,3353.48,220.77,3132.71
1939,2024-06-28,2024-06-28,2024-06-30,8,47,Cancelled,Web,3718.32,402.14,3316.18
1940,2024-06-29,2024-06-29,2024-07-02,8,60,Cancelled,Web,4553.78,725.55,3828.23
1941,2024-06-30,2024-06-30,2024-07-02,8,65,Completed,App,3624.03,403.81,3220.23
1942,2024-07-01,2024-07-01,2024-07-03,8,43,Completed,Web,4137.3,543.04,3594.26
1943,2024-07-02,2024-07-02,2024-07-03,8,54,Completed,Walk-In,3988.68,180.67,3808.01
1944,2024-07-03,2024-07-03,2024-07-04,8,46,Cancelled,Web,3658.95,536.49,3122.46
1945,2024-07-04,2024-07-04,2024-07-06,8,41,Completed,OTA Partner,4009.73,523.15,3486.58
1946,2024-07-05,2024-07-05,2024-07-06,8,53,Completed,App,3703.28,399.49,3303.79
1947,2024-07-06,2024-07-06,2024-07-08,8,50,Completed,App,4301.99,552.48,3749.51
1948,2024-07-07,2024-07-07,2024-07-08,8,63,Cancelled,OTA Partner,4222.69,269.54,3953.15
1949,2024-07-08,2024-07-08,2024-07-09,8,34,Completed,Web,4078.74,445.57,3633.18
1950,2024-07-09,2024-07-09,2024-07-10,8,44,Cancelled,Web,4181.6,543.47,3638.13
1951,2024-07-10,2024-07-10,2024-07-12,8,46,Completed,Web,3275.32,465.82,2809.5
1952,2024-07-11,2024-07-11,2024-07-12,8,35,No-Show,Web,3905.75,452.2,3453.55
1953,2024-07-12,2024-07-12,2024-07-14,8,58,Completed,Web,4443.26,675.94,3767.32
1954,2024-07-13,2024-07-13,2024-07-14,8,46,Cancelled,App,3657.84,460.0,3197.84
1955,2024-07-14,2024-07-14,2024-07-15,8,62,Completed,OTA Partner,3857.64,293.6,3564.03
1956,2024-07-15,2024-07-15,2024-07-17,8,39,Completed,Walk-In,3153.77,28.39,3125.38
1957,2024-07-16,2024-07-16,2024-07-18,8,42,Completed,OTA Partner,3142.34,236.04,2906.31
1958,2024-07-17,2024-07-17,2024-07-19,8,49,Completed,Walk-In,3555.11,195.86,3359.25
1959,2024-07-18,2024-07-18,2024-07-19,8,41,Cancelled,App,3018.14,289.2,2728.95
1960,2024-07-19,2024-07-19,2024-07-20,8,45,Completed,Web,3747.83,456.03,3291.8
1961,2024-07-20,2024-07-20,2024-07-22,8,51,Completed,Walk-In,4538.34,105.1,4433.24
1962,2024-07-21,2024-07-21,2024-07-22,8,75,Completed,OTA Partner,3664.25,287.73,3376.52
1963,2024-07-22,2024-07-22,2024-07-23,8,49,Completed,App,3613.16,530.15,3083.0
1964,2024-07-23,2024-07-23,2024-07-24,8,51,Completed,Web,4093.08,373.28,3719.8
1965,2024-07-24,2024-07-24,2024-07-25,8,46,Completed,OTA Partner,3453.79,582.97,2870.82
1966,2024-07-25,2024-07-25,2024-07-27,8,49,Completed,OTA Partner,3612.01,220.68,3391.33
1967,2024-07-26,2024-07-26,2024-07-27,8,56,Completed,OTA Partner,3816.68,440.83,3375.85
1968,2024-07-27,2024-07-27,2024-07-29,8,42,Completed,Walk-In,4017.26,149.62,3867.64
1969,2024-07-28,2024-07-28,2024-07-29,8,55,Completed,Web,3696.71,352.49,3344.22
1970,2024-07-29,2024-07-29,2024-07-31,8,41,Completed,Web,3472.69,332.55,3140.14
1971,2024-07-30,2024-07-30,2024-08-01,8,45,Completed,App,3124.7,416.11,2708.59
1972,2024-07-31,2024-07-31,2024-08-02,8,46,Completed,OTA Partner,4015.48,404.74,3610.74
1973,2024-08-01,2024-08-01,2024-08-03,8,56,Completed,App,4139.16,598.8,3540.36
1974,2024-08-02,2024-08-02,2024-08-03,8,47,Completed,App,4247.02,447.1,3799.92
1975,2024-08-03,2024-08-03,2024-08-04,8,54,Completed,OTA Partner,3593.93,429.26,3164.67
1976,2024-08-04,2024-08-04,2024-08-05,8,59,Completed,App,4931.37,465.47,4465.9
1977,2024-08-05,2024-08-05,2024-08-06,8,56,Completed,Web,3733.82,619.71,3114.11
1978,2024-08-06,2024-08-06,2024-08-08,8,38,Completed,Web,3892.32,405.94,3486.38
1979,2024-08-07,2024-08-07,2024-08-08,8,47,Completed,Web,3669.03,453.52,3215.51
1980,2024-08-08,2024-08-08,2024-08-10,8,46,Completed,Web,3159.54,539.87,2619.67
1981,2024-08-09,2024-08-09,2024-08-10,8,51,Completed,OTA Partner,4841.56,538.67,4302.89
1982,2024-08-10,2024-08-10,2024-08-12,8,66,Completed,App,4826.32,388.8,4437.52
1983,2024-08-11,2024-08-11,2024-08-13,8,59,Completed,OTA Partner,4515.55,839.54,3676.0
1984,2024-08-12,2024-08-12,2024-08-13,8,46,Completed,Web,3365.85,404.86,2960.99
1985,2024-08-13,2024-08-13,2024-08-15,8,49,Completed,App,3192.22,385.26,2806.96
1986,2024-08-14,2024-08-14,2024-08-15,8,47,Completed,Walk-In,3294.02,201.31,3092.7
1987,2024-08-15,2024-08-15,2024-08-16,8,53,Cancelled,OTA Partner,3129.31,260.57,2868.74
1988,2024-08-16,2024-08-16,2024-08-18,8,56,Completed,Walk-In,4197.78,322.69,3875.1
1989,2024-08-17,2024-08-17,2024-08-19,8,39,Completed,App,3845.31,322.31,3523.0
1990,2024-08-18,2024-08-18,2024-08-19,8,50,Completed,App,3662.58,581.0,3081.57
1991,2024-08-19,2024-08-19,2024-08-22,8,43,Cancelled,App,3922.18,625.05,3297.13
1992,2024-08-20,2024-08-20,2024-08-21,8,59,Cancelled,App,3637.82,604.08,3033.74
1993,2024-08-21,2024-08-21,2024-08-23,8,39,Completed,OTA Partner,3555.03,552.0,3003.03
1994,2024-08-22,2024-08-22,2024-08-23,8,52,Cancelled,App,3001.64,274.13,2727.52
1995,2024-08-23,2024-08-23,2024-08-24,8,59,Completed,Walk-In,4903.04,105.45,4797.58
1996,2024-08-24,2024-08-24,2024-08-26,8,46,Completed,App,4408.65,615.33,3793.32
1997,2024-08-25,2024-08-25,2024-08-28,8,56,Completed,App,3855.67,685.44,3170.23
1998,2024-08-26,2024-08-26,2024-08-28,8,44,Completed,App,4177.13,688.5,3488.63
1999,2024-08-27,2024-08-27,2024-08-28,8,38,Completed,Web,4098.62,608.15,3490.47
2000,2024-08-28,2024-08-28,2024-08-30,8,56,Completed,Walk-In,3015.14,129.75,2885.39
2001,2024-08-29,2024-08-29,2024-08-30,8,38,Completed,Walk-In,3989.97,65.41,3924.57
2002,2024-08-30,2024-08-30,2024-09-01,8,39,Cancelled,Web,4198.2,574.03,3624.17
2003,2024-08-31,2024-08-31,2024-09-02,8,53,Completed,Walk-In,3568.07,269.94,3298.13
2004,2024-09-01,2024-09-01,2024-09-02,8,47,Cancelled,Web,3811.39,669.55,3141.84
2005,2024-09-02,2024-09-02,2024-09-05,8,39,Completed,Web,3069.48,296.19,2773.3
2006,2024-09-03,2024-09-03,2024-09-05,8,49,Completed,App,3798.37,439.93,3358.44
2007,2024-09-04,2024-09-04,2024-09-06,8,28,Cancelled,OTA Partner,3016.78,206.91,2809.87
2008,2024-09-05,2024-09-05,2024-09-08,8,54,Completed,App,3420.1,531.33,2888.76
2009,2024-09-06,2024-09-06,2024-09-08,8,45,Completed,Walk-In,3739.77,11.92,3727.84
2010,2024-09-07,2024-09-07,2024-09-08,8,64,Completed,App,4521.86,491.9,4029.96
2011,2024-09-08,2024-09-08,2024-09-10,8,47,Completed,OTA Partner,4931.48,910.79,4020.69
2012,2024-09-09,2024-09-09,2024-09-10,8,56,No-Show,App,3203.87,574.96,2628.91
2013,2024-09-10,2024-09-10,2024-09-11,8,44,Completed,App,3255.79,520.41,2735.38
2014,2024-09-11,2024-09-11,2024-09-12,8,45,Completed,OTA Partner,3343.83,326.8,3017.02
2015,2024-09-12,2024-09-12,2024-09-14,8,58,Completed,App,3375.75,446.08,2929.67
2016,2024-09-13,2024-09-13,2024-09-16,8,76,Completed,Walk-In,3640.14,146.66,3493.48
2017,2024-09-14,2024-09-14,2024-09-16,8,56,Cancelled,Walk-In,4652.15,105.39,4546.76
2018,2024-09-15,2024-09-15,2024-09-16,8,53,Completed,OTA Partner,3922.36,467.19,3455.16
2019,2024-09-16,2024-09-16,2024-09-19,8,61,Completed,Walk-In,4123.43,54.08,4069.35
2020,2024-09-17,2024-09-17,2024-09-18,8,36,Completed,OTA Partner,3710.51,704.83,3005.68
2021,2024-09-18,2024-09-18,2024-09-19,8,47,Completed,Walk-In,3446.07,65.31,3380.76
2022,2024-09-19,2024-09-19,2024-09-22,8,55,Completed,Walk-In,3610.59,158.52,3452.07
2023,2024-09-20,2024-09-20,2024-09-21,8,61,Cancelled,Web,4556.33,683.57,3872.76
2024,2024-09-21,2024-09-21,2024-09-22,8,48,Completed,App,4040.33,427.54,3612.79
2025,2024-09-22,2024-09-22,2024-09-24,8,51,Completed,Walk-In,4568.8,114.84,4453.96
2026,2024-09-23,2024-09-23,2024-09-25,8,34,Completed,Web,3128.31,292.93,2835.37
2027,2024-09-24,2024-09-24,2024-09-25,8,46,Cancelled,App,4041.32,553.47,3487.85
2028,2024-09-25,2024-09-25,2024-09-27,8,44,Cancelled,OTA Partner,3784.92,518.04,3266.88
2029,2024-09-26,2024-09-26,2024-09-27,8,56,Completed,OTA Partner,3950.18,459.34,3490.84
2030,2024-09-27,2024-09-27,2024-09-28,8,55,Cancelled,OTA Partner,4154.09,298.53,3855.56
2031,2024-09-28,2024-09-28,2024-09-29,8,49,Completed,App,4872.12,776.78,4095.33
2032,2024-09-29,2024-09-29,2024-09-30,8,60,Completed,App,3978.64,322.25,3656.4
2033,2024-09-30,2024-09-30,2024-10-01,8,48,Completed,Walk-In,3098.38,34.63,3063.76
2034,2024-10-01,2024-10-01,2024-10-02,8,53,Completed,OTA Partner,3833.79,324.12,3509.66
2035,2024-10-02,2024-10-02,2024-10-04,8,43,Completed,Walk-In,3693.89,218.5,3475.39
2036,2024-10-03,2024-10-03,2024-10-05,8,52,Completed,App,3782.74,349.9,3432.84
2037,2024-10-04,2024-10-04,2024-10-07,8,70,Cancelled,App,3621.27,627.05,2994.22
2038,2024-10-05,2024-10-05,2024-10-08,8,46,Completed,Walk-In,4428.6,68.71,4359.89
2039,2024-10-06,2024-10-06,2024-10-07,8,47,Completed,OTA Partner,3930.35,554.83,3375.52
2040,2024-10-07,2024-10-07,2024-10-09,8,47,Completed,OTA Partner,4151.47,477.15,3674.32
2041,2024-10-08,2024-10-08,2024-10-11,8,39,Completed,OTA Partner,3864.66,582.72,3281.94
2042,2024-10-09,2024-10-09,2024-10-10,8,41,Completed,OTA Partner,3152.62,459.66,2692.96
2043,2024-10-10,2024-10-10,2024-10-11,8,54,Completed,OTA Partner,3750.42,620.56,3129.86
2044,2024-10-11,2024-10-11,2024-10-12,8,48,Completed,App,4184.34,395.69,3788.65
2045,2024-10-12,2024-10-12,2024-10-14,8,49,Cancelled,Web,4409.0,793.14,3615.85
2046,2024-10-13,2024-10-13,2024-10-14,8,55,Completed,OTA Partner,3830.27,696.3,3133.97
2047,2024-10-14,2024-10-14,2024-10-15,8,57,Completed,Walk-In,3530.26,211.5,3318.76
2048,2024-10-15,2024-10-15,2024-10-18,8,45,Completed,OTA Partner,3585.27,301.31,3283.95
2049,2024-10-16,2024-10-16,2024-10-17,8,53,Completed,App,3722.51,661.21,3061.3
2050,2024-10-17,2024-10-17,2024-10-19,8,43,Completed,App,3005.2,494.45,2510.75
2051,2024-10-18,2024-10-18,2024-10-19,8,44,Completed,OTA Partner,3947.95,265.47,3682.48
2052,2024-10-19,2024-10-19,2024-10-20,8,68,No-Show,Walk-In,3886.19,204.56,3681.63
2053,2024-10-20,2024-10-20,2024-10-21,8,44,Completed,App,4440.52,495.4,3945.13
2054,2024-10-21,2024-10-21,2024-10-22,8,46,Completed,Web,3202.74,313.63,2889.11
2055,2024-10-22,2024-10-22,2024-10-23,8,42,Completed,Web,4051.07,346.29,3704.77
2056,2024-10-23,2024-10-23,2024-10-24,8,49,Completed,OTA Partner,3346.26,248.98,3097.29
2057,2024-10-24,2024-10-24,2024-10-25,8,32,Completed,OTA Partner,3792.98,700.53,3092.45
2058,2024-10-25,2024-10-25,2024-10-26,8,72,Completed,Walk-In,4053.9,253.38,3800.52
2059,2024-10-26,2024-10-26,2024-10-28,8,74,Completed,Walk-In,4467.99,265.78,4202.21
2060,2024-10-27,2024-10-27,2024-10-30,8,56,Cancelled,Web,3766.13,529.78,3236.35
2061,2024-10-28,2024-10-28,2024-10-29,8,41,Completed,Walk-In,3934.71,22.86,3911.85
2062,2024-10-29,2024-10-29,2024-10-30,8,52,Completed,App,3131.61,428.4,2703.21
2063,2024-10-30,2024-10-30,2024-11-01,8,49,Completed,App,3981.77,402.94,3578.83
2064,2024-10-31,2024-10-31,2024-11-01,8,43,No-Show,App,3449.35,561.0,2888.35
2065,2024-11-01,2024-11-01,2024-11-02,8,54,Completed,Web,4874.65,817.45,4057.2
2066,2024-11-02,2024-11-02,2024-11-03,8,52,Completed,OTA Partner,3747.09,374.74,3372.35
2067,2024-11-03,2024-11-03,2024-11-04,8,55,Cancelled,OTA Partner,3970.93,675.05,3295.88
2068,2024-11-04,2024-11-04,2024-11-05,8,39,Completed,Web,3161.39,367.57,2793.82
2069,2024-11-05,2024-11-05,2024-11-08,8,36,No-Show,OTA Partner,3769.44,696.64,3072.81
2070,2024-11-06,2024-11-06,2024-11-07,8,48,Completed,Web,3160.46,465.29,2695.17
2071,2024-11-07,2024-11-07,2024-11-08,8,39,Completed,OTA Partner,4017.26,680.28,3336.98
2072,2024-11-08,2024-11-08,2024-11-09,8,52,Completed,App,3639.08,497.01,3142.07
2073,2024-11-09,2024-11-09,2024-11-12,8,59,Completed,App,4023.13,342.29,3680.84
2074,2024-11-10,2024-11-10,2024-11-11,8,45,Completed,Web,3700.2,321.9,3378.3
2075,2024-11-11,2024-11-11,2024-11-13,8,54,Completed,Walk-In,3643.17,73.45,3569.72
2076,2024-11-12,2024-11-12,2024-11-14,8,43,Completed,OTA Partner,3245.17,439.45,2805.72
2077,2024-11-13,2024-11-13,2024-11-16,8,50,Completed,OTA Partner,3667.97,229.37,3438.6
2078,2024-11-14,2024-11-14,2024-11-15,8,39,Completed,OTA Partner,4138.94,464.15,3674.79
2079,2024-11-15,2024-11-15,2024-11-16,8,47,Completed,App,3615.62,549.88,3065.74
2080,2024-11-16,2024-11-16,2024-11-17,8,63,Completed,Walk-In,3918.83,18.01,3900.82
2081,2024-11-17,2024-11-17,2024-11-18,8,47,Completed,Walk-In,4022.12,148.87,3873.25
2082,2024-11-18,2024-11-18,2024-11-20,8,49,Completed,Web,3851.93,430.45,3421.48
2083,2024-11-19,2024-11-19,2024-11-21,8,48,Completed,Web,3512.36,594.65,2917.71
2084,2024-11-20,2024-11-20,2024-11-23,8,45,Completed,App,3006.89,246.4,2760.48
2085,2024-11-21,2024-11-21,2024-11-24,8,47,Completed,OTA Partner,3866.17,402.95,3463.22
2086,2024-11-22,2024-11-22,2024-11-25,8,47,Completed,OTA Partner,3855.01,387.37,3467.64
2087,2024-11-23,2024-11-23,2024-11-25,8,55,Completed,Walk-In,3856.2,111.79,3744.42
2088,2024-11-24,2024-11-24,2024-11-25,8,50,Completed,Walk-In,4942.8,181.14,4761.66
2089,2024-11-25,2024-11-25,2024-11-26,8,50,Completed,Web,3199.94,539.29,2660.65
2090,2024-11-26,2024-11-26,2024-11-27,8,51,Completed,Web,4135.42,435.4,3700.02
2091,2024-11-27,2024-11-27,2024-11-28,8,52,Completed,OTA Partner,3754.5,432.95,3321.55
2092,2024-11-28,2024-11-28,2024-11-29,8,37,Completed,Web,3660.38,625.21,3035.17
2093,2024-11-29,2024-11-29,2024-11-30,8,58,Completed,OTA Partner,3965.15,577.22,3387.93
2094,2024-11-30,2024-11-30,2024-12-01,8,65,Completed,OTA Partner,4094.14,764.35,3329.79
2095,2024-12-01,2024-12-01,2024-12-04,8,64,Cancelled,App,4510.34,591.9,3918.43
2096,2024-12-02,2024-12-02,2024-12-05,8,43,Completed,OTA Partner,3511.37,217.62,3293.75
2097,2024-12-03,2024-12-03,2024-12-04,8,39,Completed,App,4051.97,516.92,3535.05
2098,2024-12-04,2024-12-04,2024-12-05,8,54,Completed,Walk-In,3443.34,183.27,3260.06
2099,2024-12-05,2024-12-05,2024-12-06,8,44,Completed,Web,3527.88,458.77,3069.11
2100,2024-12-06,2024-12-06,2024-12-07,8,59,Cancelled,Web,4430.94,722.35,3708.59
2101,2024-12-07,2024-12-07,2024-12-08,8,54,Cancelled,Walk-In,4114.93,258.58,3856.35
2102,2024-12-08,2024-12-08,2024-12-10,8,60,Cancelled,OTA Partner,3669.09,304.38,3364.71
2103,2024-12-09,2024-12-09,2024-12-11,8,40,Completed,Walk-In,3768.85,25.12,3743.72
2104,2024-12-10,2024-12-10,2024-12-11,8,55,Completed,App,3718.47,405.43,3313.04
2105,2024-12-11,2024-12-11,2024-12-12,8,50,Completed,OTA Partner,3724.65,475.11,3249.55
2106,2024-12-12,2024-12-12,2024-12-13,8,58,Completed,Web,3645.28,292.64,3352.64
2107,2024-12-13,2024-12-13,2024-12-16,8,54,Completed,Walk-In,3739.52,119.98,3619.54
2108,2024-12-14,2024-12-14,2024-12-15,8,48,Completed,OTA Partner,4629.55,390.99,4238.56
2109,2024-12-15,2024-12-15,2024-12-18,8,76,Cancelled,OTA Partner,4430.11,455.24,3974.88
2110,2024-12-16,2024-12-16,2024-12-17,8,52,Completed,App,3500.94,455.78,3045.16
2111,2024-12-17,2024-12-17,2024-12-18,8,48,Completed,App,3595.49,633.58,2961.92
2112,2024-12-18,2024-12-18,2024-12-21,8,44,Completed,Walk-In,3488.4,23.25,3465.15
2113,2024-12-19,2024-12-19,2024-12-20,8,40,Completed,App,3921.19,520.88,3400.31
2114,2024-12-20,2024-12-20,2024-12-22,8,60,Completed,App,4786.71,844.95,3941.75
2115,2024-12-21,2024-12-21,2024-12-22,8,42,Completed,OTA Partner,4869.01,450.97,4418.04
2116,2024-12-22,2024-12-22,2024-12-23,8,68,Completed,OTA Partner,4836.65,346.75,4489.9
2117,2024-12-23,2024-12-23,2024-12-26,8,53,Completed,App,4064.6,569.66,3494.94
2118,2024-12-24,2024-12-24,2024-12-25,8,55,Completed,OTA Partner,3912.41,285.09,3627.32
2119,2024-12-25,2024-12-25,2024-12-26,8,41,Cancelled,OTA Partner,3249.57,227.0,3022.57
2120,2024-12-26,2024-12-26,2024-12-29,8,35,Completed,Web,3164.06,505.98,2658.08
2121,2024-12-27,2024-12-27,2024-12-29,8,51,Completed,OTA Partner,3683.44,666.91,3016.53
2122,2024-12-28,2024-12-28,2024-12-29,8,54,Completed,App,4105.81,595.6,3510.21
2123,2024-12-29,2024-12-29,2024-12-30,8,65,Completed,App,4857.23,675.12,4182.11
2124,2024-12-30,2024-12-30,2024-12-31,8,47,Completed,App,4093.62,501.54,3592.08
2125,2024-12-31,2024-12-31,2025-01-03,8,47,Completed,OTA Partner,4112.18,283.77,3828.41
2126,2025-01-01,2025-01-01,2025-01-04,8,37,Completed,Web,4114.79,437.33,3677.46
2127,2025-01-02,2025-01-02,2025-01-04,8,39,Completed,Web,3893.71,314.38,3579.33
2128,2025-01-03,2025-01-03,2025-01-05,8,52,Completed,Walk-In,4851.47,102.09,4749.38
2129,2025-01-04,2025-01-04,2025-01-05,8,73,Completed,Web,4162.03,535.34,3626.69
2130,2025-01-05,2025-01-05,2025-01-06,8,46,Completed,OTA Partner,4608.14,341.39,4266.74
2131,2025-01-06,2025-01-06,2025-01-08,8,44,Completed,App,3502.86,414.51,3088.35
2132,2025-01-07,2025-01-07,2025-01-09,8,38,Completed,App,3537.39,493.88,3043.5
2133,2025-01-08,2025-01-08,2025-01-09,8,50,Cancelled,App,3333.11,312.26,3020.84
2134,2025-01-09,2025-01-09,2025-01-10,8,50,Completed,App,3603.57,472.1,3131.47
2135,2025-01-10,2025-01-10,2025-01-11,8,55,Completed,App,4907.83,478.63,4429.2
2136,2025-01-11,2025-01-11,2025-01-13,8,50,Completed,Web,4659.42,502.79,4156.62
2137,2025-01-12,2025-01-12,2025-01-13,8,63,Completed,OTA Partner,3613.49,576.73,3036.76
2138,2025-01-13,2025-01-13,2025-01-14,8,51,Completed,OTA Partner,3889.44,405.1,3484.34
2139,2025-01-14,2025-01-14,2025-01-15,8,51,Completed,OTA Partner,4115.35,315.01,3800.34
2140,2025-01-15,2025-01-15,2025-01-17,8,44,Completed,Web,3167.77,368.17,2799.6
2141,2025-01-16,2025-01-16,2025-01-17,8,47,Cancelled,OTA Partner,3269.29,469.84,2799.45
2142,2025-01-17,2025-01-17,2025-01-18,8,36,Cancelled,OTA Partner,4706.89,681.27,4025.63
2143,2025-01-18,2025-01-18,2025-01-21,8,40,Completed,App,3866.83,653.09,3213.74
2144,2025-01-19,2025-01-19,2025-01-22,8,58,Completed,Web,4644.38,437.56,4206.82
2145,2025-01-20,2025-01-20,2025-01-21,8,45,No-Show,App,3862.18,339.66,3522.52
2146,2025-01-21,2025-01-21,2025-01-22,8,52,Completed,Walk-In,3769.53,105.44,3664.09
2147,2025-01-22,2025-01-22,2025-01-24,8,45,Completed,Web,3941.11,592.83,3348.29
2148,2025-01-23,2025-01-23,2025-01-24,8,58,Completed,App,3246.43,541.8,2704.63
2149,2025-01-24,2025-01-24,2025-01-25,8,54,Completed,App,4617.31,649.16,3968.15
2150,2025-01-25,2025-01-25,2025-01-28,8,53,Completed,Web,4502.36,394.82,4107.53
2151,2025-01-26,2025-01-26,2025-01-27,8,45,Completed,App,4557.16,445.12,4112.04
2152,2025-01-27,2025-01-27,2025-01-28,8,36,Completed,OTA Partner,3554.04,382.69,3171.35
2153,2025-01-28,2025-01-28,2025-01-29,8,55,Completed,Web,4173.24,724.62,3448.61
2154,2025-01-29,2025-01-29,2025-01-31,8,43,Completed,App,3246.73,422.24,2824.49
2155,2025-01-30,2025-01-30,2025-02-01,8,51,Completed,App,3332.42,374.31,2958.12
2156,2025-01-31,2025-01-31,2025-02-01,8,48,Cancelled,Walk-In,4914.63,137.72,4776.91
2157,2025-02-01,2025-02-01,2025-02-02,8,65,Completed,OTA Partner,4467.75,397.34,4070.41
2158,2025-02-02,2025-02-02,2025-02-04,8,51,Completed,OTA Partner,3907.82,278.97,3628.85
2159,2025-02-03,2025-02-03,2025-02-04,8,53,Completed,Web,3719.36,570.41,3148.95
2160,2025-02-04,2025-02-04,2025-02-05,8,49,Completed,App,3931.15,537.59,3393.56
2161,2025-02-05,2025-02-05,2025-02-07,8,42,Completed,App,3143.5,440.95,2702.55
2162,2025-02-06,2025-02-06,2025-02-09,8,38,Completed,OTA Partner,3417.19,224.58,3192.61
2163,2025-02-07,2025-02-07,2025-02-08,8,53,Completed,Web,4854.29,826.17,4028.12
2164,2025-02-08,2025-02-08,2025-02-10,8,42,Completed,Walk-In,4886.76,120.15,4766.61
2165,2025-02-09,2025-02-09,2025-02-10,8,63,Completed,App,4037.16,660.67,3376.49
2166,2025-02-10,2025-02-10,2025-02-11,8,45,Completed,Web,3122.24,266.36,2855.89
2167,2025-02-11,2025-02-11,2025-02-13,8,51,Cancelled,Web,3747.65,600.92,3146.73
2168,2025-02-12,2025-02-12,2025-02-13,8,41,Cancelled,OTA Partner,4100.81,717.94,3382.87
2169,2025-02-13,2025-02-13,2025-02-14,8,50,Completed,OTA Partner,3611.5,327.22,3284.28
2170,2025-02-14,2025-02-14,2025-02-17,8,56,Completed,Walk-In,3845.8,50.81,3794.99
2171,2025-02-15,2025-02-15,2025-02-16,8,48,Completed,Web,4233.99,367.72,3866.26
2172,2025-02-16,2025-02-16,2025-02-17,8,51,Completed,OTA Partner,4822.82,493.7,4329.12
2173,2025-02-17,2025-02-17,2025-02-18,8,54,Completed,App,3559.44,562.87,2996.58
2174,2025-02-18,2025-02-18,2025-02-20,8,41,Completed,OTA Partner,3916.47,335.96,3580.51
2175,2025-02-19,2025-02-19,2025-02-20,8,41,Completed,Web,3764.31,440.03,3324.28
2176,2025-02-20,2025-02-20,2025-02-21,8,50,Completed,App,3675.48,349.64,3325.84
2177,2025-02-21,2025-02-21,2025-02-23,8,65,Completed,OTA Partner,3669.87,417.13,3252.75
2178,2025-02-22,2025-02-22,2025-02-24,8,51,Cancelled,Walk-In,4482.63,238.35,4244.28
2179,2025-02-23,2025-02-23,2025-02-25,8,50,Completed,OTA Partner,4937.38,749.67,4187.71
2180,2025-02-24,2025-02-24,2025-02-25,8,49,Cancelled,Web,4108.46,381.54,3726.92
2181,2025-02-25,2025-02-25,2025-02-26,8,44,Completed,App,4159.19,710.84,3448.34
2182,2025-02-26,2025-02-26,2025-02-28,8,55,Completed,App,3799.0,394.55,3404.45
